"id","13","0","5","14","12"
"BardInfoLong","(内鬼阵营):\n吟游诗人在场时，驱逐确认将会显示为吟游诗人创作的句子。每当吟游诗人完成一次创作，则吟游诗人的击杀冷却永久减半。","(Impostors):\nWhen a bard is alive, the exile confirmation will display a sentence composed by the bard. Whenever the bard completes a creation, the bard's kill cooldown is permanently halved.","(Предатель):\nКогда Бард жив, в подтверждении изгнания будет отображаться предложение, составленное бардом. Всякий раз, когда бард завершает создание предложений, время восстановления после убийства барда постоянно уменьшается вдвое.","(偽裝者陣營):\n吟遊詩人在場時，逐出確認將會顯示為吟遊詩人創作的句子。每當吟遊詩人完成一次創作，則吟遊詩人的殺人冷卻永久減半。","(内鬼阵营):\n吟游诗人在场时，驱逐确认将会显示为吟游诗人创作的句子。每当吟游诗人完成一次创作，则吟游诗人的击杀冷却永久减半。"
"NukerInfoLong","（内鬼阵营）：\n核武器是一个更强的自爆兵\n用核武器袭击所有人","(Impostors):\nAs the Nuker, you're a stronger Bomber.\n\nShapeshift to nuke everyone.","(Предатель)\nКак Крипер, ты сильнее Бомбера.\n\nПеревоплотись чтобы всех взорвать.","(Impostors):\nAs the Nuker, you're a stronger Bomber.\n\nShapeshift to nuke everyone.","(Impostors):\nAs the Nuker, you're a stronger Bomber.\n\nShapeshift to nuke everyone."

"## 文本覆盖 / Text Overlays"
"ShowTextOverlay","文本覆盖（小字显示）","Text Overlay","Наложение текста","Text Overlay","Overlays"

"Overlay.GuesserMode","<size=50%>猜测模式</size>","<size=50%>Guesser Mode</size>","<size=50%>Режим Угадывателей</size>","<size=50%>Guesser Mode</size>","<size=50%>Modo Adivino</size>"
"Overlay.NoGameEnd","<size=50%>测试模式（不允许结束）</size>","<size=50%>No Game End</size>","<size=50%>Игра Не Закончится</size>","<size=50%>No Game End</size>","<size=50%>Partida Sin Fin</size>"
"Overlay.DebugMode","<size=50%>调试模式</size>","<size=50%>Debug Mode</size>","<size=50%>Режим Отладки</size>","<size=50%>Debug Mode</size>","<size=50%>Modo de Depuración</size>"
"Overlay.LowLoadMode","<size=50%>低负载模式</size>","<size=50%>Low Load Mode</size>","<size=50%>Низкая Нагрузка</size>","<size=50%>Low Load Mode</size>","<size=50%>Modo para PCs lentos</size>"
"Overlay.AllowConsole","<size=50%>允许控制台（可能被用于作弊）</size>","<size=50%>Console</size>","<size=50%>Консоль</size>","<size=50%>Console</size>","<size=50%>Consola</size>"

"## 模式选项 / Settings"
"DisableShieldAnimations","禁用不必要的护盾动画","Disable Unnecessary Shield Animations","Отключить ненужные анимации щитов","Disable Unnecessary Shield Animations","Desactivar animaciones de escudo innecesarias"
"DisableKillAnimationOnGuess","禁用在会议上被猜死的击杀动画","Disable Kill Animation on Guesses","Отключить анимацию убийства во время угадывании","Disable Kill Animation on Guesses","Desactivar animación de asesinato después de adivinar"
"AbilityUseGainWithEachTaskCompleted","<color=#00ffff>完成一项任务<color=#7FFFD2>获得</color>的技能</color>数量","<color=#00ffff>Amount of Ability <color=#7FFFD2>Use Gains</color> With Each Task Completed</color>","<color=#00ffff>Количество способностей <color=#7FFFD2>даётся</color> при выполеннии каждого Задания</color>","<color=#00ffff>Amount of Ability <color=#7FFFD2>Use Gains</color> With Each Task Completed</color>","<color=#00ffff>Número de <color=#7FFFD2>usos adicionales</color> con cada tarea completa</color>"
"AbilityUseGainWithEachKill","<color=#00ffff>使用击杀时<color=#7FFFD2>获得</color>的技能</color>数量","<color=#00ffff>Amount of Ability <color=#7FFFD2>Use Gains</color> With Each Kill</color>","<color=#00ffff>Количество способностей <color=#7FFFD2>даётся</color> при каждом убийстве</color>","<color=#00ffff>Amount of Ability <color=#7FFFD2>Use Gains</color> With Each Kill</color>","<color=#00ffff>Número de <color=#7FFFD2>usos adicionales</color> con cada asesinato</color>"
"OutOfAbilityUsesDoMoreTasks","<color=#ffff00>超出技能次数！做任务获得更多！</color>","<color=#ffff00>Out of ability uses! Do tasks to get more!</color>","<color=#ffff00>Способности закончились! Делай задания чтобы получить ещё!</color>","<color=#ffff00>Out of ability uses! Do tasks to get more!</color>","<color=#ffff00>Sin usos restantes! Completa más tareas para ganar usos!</color>"
"AbilityUseLimit","初始技能数量","Initial Ability Use Limit","Первоначальный лимит на использование способности","Initial Ability Use Limit","Límite de uso de abilidades inicial"
"ShowArrows","指向尸体的箭头","Has Arrows pointing toward bodies","Может видеть стрелки ведущие к трупам","Has Arrows pointing toward bodies","Flechas indicando cadáveres"
"ArrowDelayMin","箭头显示最短延迟时间","Minimum Arrow show-up delay","Минимальная задержка показа стрелок","Minimum Arrow show-up delay","Retraso mínimo de aparición de flechas"
"ArrowDelayMax","箭头显示最长延迟时间","Maximum Arrow show-up delay","Максимальная задержка показа стрелок","Maximum Arrow show-up delay","Retraso máximo de aparición de flechas"
"SMUsesUsedWhenFixingReactorOrO2","修复 反应堆/氧气 所需的技能数量","Uses it takes to fix Reactor/O2","Может использовать задание чтобы исправить Реактор/O2","Uses it takes to fix Reactor/O2","Usos necesarios para arreglar el reactor/o2"
"SMUsesUsedWhenFixingLightsOrComms","修复 电力/通信设备 所需的技能数量","Uses it takes to fix Lights/Comms","Может использовать задание чтобы исправить Свет/Связь","Uses it takes to fix Lights/Comms","Usos necesarios para arreglar las luces/comunicaciones"
"SheriffShowShotLimit","在名称旁边显示执法次数","Display Shot Limit next to Role Name","Показывать количество пуль рядом с именем","Display Shot Limit next to Role Name","Mostrar límite de disparos al lado del nombre del rol"
"AbilityCD","技能冷却时间","Ability Cooldown","Откат Способности","Ability Cooldown","Tiempo de espera para utilizar la habilidad"
"GrenadierSkillMaxOfUseage","初始技能数量","(Initial) Max number of Grenades","(Первоначальное) Максимальное количество гранат","(Initial) Max number of Grenades","Usos máximos de granadas inicial"
"ShowSpecificRole","完成任务时知道玩家具体身份","Know specific roles on Task Completion","Знать более специфические роли после выполенния заданий","Know specific roles on Task Completion","Conoce roles específicos al completar tareas"
"TimeMasterMaxUses","初始技能数量","(Initial) Max Amount of Ability Uses","(Первоначальное) Максимальное количество способности","(Initial) Max Amount of Ability Uses","Máximo de uso de abilidades"
"SwooperVentNormallyOnCooldown","当<color=#ff1919>隐匿者</color>隐形处于冷却时,可以正常使用通风管","<color=#ff1919>Swooper</color> vents normally when swooping is on cooldown","<color=#ff1919>Невидимка</color> может использовать вентиляцию когда невидимость в откате","<color=#ff1919>Swooper</color> vents normally when swooping is on cooldown","<color=#ff1919>Swooper</color> vents normally when swooping is on cooldown"
"WraithVentNormallyOnCooldown","当<color=#4b0082>魅影</color>隐形处于冷却时,可以正常使用通风管","<color=#4b0082>Wraith</color> vents normally when invis is on cooldown","<color=#4b0082>Дух</color> может использовать вентиляцию когда невидимость в откате","<color=#4b0082>Wraith</color> vents normally when invis is on cooldown","<color=#4b0082>Wraith</color> vents normally when invis is on cooldown"
"ShadeVentNormallyOnCooldown","当<color=#000930>遮蔽者</color>隐形处于冷却时,可以正常使用通风管","<color=#000930>Shade</color> vents normally when invis is on cooldown","<color=#000930>Тень</color> может использовать вентиляцию когда невидимость в откате","<color=#000930>Shade</color> vents normally when invis is on cooldown","<color=#000930>Shade</color> vents normally when invis is on cooldown"
"DisableMeeting","禁用会议与报告尸体","Disable Meetings","Отключить Собрания","禁用緊急會議以及報告屍體","Desactivar reuniones"
"DisableCloseDoor","禁用关门","Disable Doors sabotage","Отключить саботаж дверей","禁用關門","Desactivar cierre de puertas"
"DisableSabotage","禁用破坏","Disable Sabotages","Отключить Саботаж","禁用破壞","Desactivar sabotajes"
"NoGameEnd","测试模式（游戏不结束）","No Game End","Игра Не Закончится","測試模式(遊戲不結束)","Partida sin fin"
"AllowConsole","允许控制台（可能被用于作弊）","Console","Консоль","開啟控制台(可能會被用於作弊)","Consola"
"DebugMode","调试模式","Debug Mode","Режим отладки","偵錯模式","Modo de depuración"
"SyncButtonMode","所有船员共享会议次数","Sync Buttons Mode","Общая кнопка встреч","全場可用拍桌數量","Sincronización de botones"
"RandomMapsMode","随机地图模式","Random Maps Mode","Случайная карта","隨機地圖模式","Modo de mapas aleatorios"
"SyncedButtonCount","紧急会议可用次数","Max Number of Emergency Meetings Allowed","Максимальное количество нажатий на Кнопку","可用拍桌次數","Número máximo de reuniones de emergencia permitidas"
"AddedTheSkeld","添加骷髅舰地图","Include The Skeld","Добавить The Skeld","將The Skeld列入選項","Incluir Skeld"
"AddedMIRAHQ","添加米拉总部地图","Include MIRA HQ","Добавить MIRA HQ","將MIRA HQ列入選項","Incluir MIRA HQ"
"AddedPolus","添加波鲁斯地图","Include Polus","Добавить Polus","將Polus列入選項","Incluir Polus"
"AddedTheAirship","添加飞艇地图","Include Airship","Добавить The Airship","將The Airship列入選項","Incluir la Airship"
"AllAliveMeeting","全员存活时的会议设定","Meeting When No One is Dead","Все живые на собрании","全員存活時的會議設定","Reuniones de emergencia cuando nadie haya muerto"
"AllAliveMeetingTime","全员存活时的会议时间","Meeting Time When No One is Dead","Время когда все живы на собрании","全員存活的會議時間","Tiempo de reunión de emergencia cuando nadie haya muerto"
"AdditionalEmergencyCooldown","附加紧急会议冷却时间","Additional Emergency Cooldown","Дополнительный откат Собраний","附加緊急會議冷卻時間","Tiempo de emergencia adicional"
"AdditionalEmergencyCooldownThreshold","适用存活人数","Minimum Living Players to be Applied","Применяемый порог Выживания","適用存活人數","Número de jugadores mínimo para que sea aplicado"
"AdditionalEmergencyCooldownTime","附加冷却时间","Additional Cooldown","Дополнительный откат","附加冷卻時間","Tiempo de espera adicional"
"LadderDeath","从梯子上下滑时有可能摔死","Fall From Ladders","Падение с Лестницы","從梯子上下滑時可能會摔死","Caídas de escalera de mano"
"LadderDeathChance","从梯子上摔死的概率","Fall To Death Chance","Шанс разбиться насмерть","摔死的機率","Probabilidad de caerse"
"DisableTasks","禁用指定任务","Disable Tasks","Отключить Задания","禁用指定任務","Desactivar tareas"
"DisableSwipeCardTask","禁用刷卡任务","Disable Swipe Card Task","Отключить Задание ''Провести Карту''","禁用刷卡任務","Desactivar tarea de pasar tarjeta"
"DisableSubmitScanTask","禁用扫描任务","Disable Submit Scan Task","Отключить Задание ''Сканирование''","禁用掃描任務","Desactivar tarea de enviar escaneo"
"DisableUnlockSafeTask","禁用解除歧管任务","Disable Unlock Safe Task","Отключить Задание ''Открытие Сейфа''","禁用保險箱任務","Desactivar tarea de abrir caja fuerte"
"DisableUploadDataTask","禁用上传数据任务","Disable Upload Data Task","Отключить Задание ''Загрузка Данных''","禁用上傳任務","Desactivar tarea de subir datos"
"DisableStartReactorTask","禁用启动反应堆任务","Disable Start Reactor Task","Отключить Задание ''Запустить Реактор''","禁用啟動反應堆任務","Desactivar tarea de arrancar reactor"
"DisableResetBreakerTask","禁用重置反应堆任务","Disable Reset Breakers Task","Отключить Задание ''Рычаги(Airship)''","禁用重置斷路器任務","Desactivar tarea de reiniciar distribuidores"
"DisableShortTasks","禁用短任务","Disable Short Tasks","Отключить Короткие Задания","Disable Short Tasks","Desactivar tareas cortas"
"DisableCleanVent","禁用清理管道任务","Disable Clean Vent Task","Отключить Задание ''Почистить Люк''","Disable Clean Vent Task","Desactivar tarea de limpiar conducto"
"DisableCalibrateDistributor","禁用校准分电器任务","Disable Calibrate Distributor Task","Отключить Задание ''Откалибровать Распределитель''","Disable Calibrate Distributor Task","Desactivar tarea de calibrar distribuidores"
"DisableChartCourse","禁用标出航线任务","Disable Chart Course Task","Отключить Задание ''Проложить Маршрут''","Disable Chart Course Task","Desactivar tarea de trazar ruta"
"DisableStabilizeSteering","禁用稳定航向任务","Disable Stabilize Steering Task","Отключить Задание ''Выровнять Курс''","Disable Stabilize Steering Task","Desactivar tarea de estabilizar dirección"
"DisableCleanO2Filter","禁用清理氧气过滤器任务","Disable Clean O2 Filter Task","Отключить Задание ''Очистить Фильтр O2''","Disable Clean O2 Filter Task","Desactivar tarea de limpiar filtro de o2"
"DisableUnlockManifolds","禁用解锁歧管任务","Disable Unlock Manifolds Task","Отключить Задание ''Открыть Коллекторы''","Disable Unlock Manifolds Task","Desactivar tarea de desbloquear colectores"
"DisablePrimeShields","禁用开启护盾任务","Disable Prime Shields Task","Отключить Задание ''Запустить Щиты''","Disable Prime Shields Task","Desactivar tarea de preparar escudos"
"DisableMeasureWeather","禁用测量天侯任务","","Отключить Задание ''Изучить Погодные Условия''","",""
"DisableBuyBeverage","禁用购买饮品任务","","Отключить Задание ''Изучить Погодные Условия''","",""
"DisableAssembleArtifact","禁用组装文物任务","Disable Assemble Artifact Task","Отключить Задание ''Собрать Артефакт''","Disable Assemble Artifact Task","Desactivar tarea de montar artefacto"
"DisableSortSamples","禁用排将样品分类任务","Disable Sort Samples Task","Отключить Задание ''Разобрать Образцы''","Disable Sort Samples Task","Desactivar tarea de ordenar muestras"
"DisableProcessData","禁用下载数据任务","Disable Process Data Task","Отключить Задание ''Обработать Данные''","Disable Process Data Task","Desactivar tarea de procesar datos"
"DisableRunDiagnostics","禁用进行诊断任务","Disable Run Diagnostics Task","Отключить Задание ''Провести Диагностику''","Disable Run Diagnostics Task","Desactivar tarea de realizar diagnóstico"
"DisableRepairDrill","禁用修复钻头任务","Disable Repair Drill Task","Отключить Задание ''Починить Бур''","Disable Repair Drill Task","Desactivar tarea de reparar taladro"
"DisableAlignTelescope","禁用对齐望远镜任务","Disable Align Telescope Task","Отключить Задание ''Навести Телескоп''","Disable Align Telescope Task","Desactivar tarea de alinear telescopio"
"DisableRecordTemperature","禁用记录温度任务","Disable Record Temperature Task","Отключить Задание ''Записать Температутру''","Disable Record Temperature Task","Desactivar tarea de registrar temperatura"
"DisableFillCanisters","禁用填充容器任务","Disable Fill Canisters Task","Отключить Задание ''Наполнить Балоны''","Disable Fill Canisters Task","Desactivar tarea de llenar bombonas"
"DisableMonitorTree","禁用监视器树任务","Disable Monitor Tree Task","Отключить Задание ''Проверить Дерево''","Disable Monitor Tree Task","Desactivar tarea de monitorizar árbol"
"DisableStoreArtifacts","禁用存储项目任务","Disable Store Artifacts Task","Отключить Задание ''Сложить Артефакты''","Disable Store Artifacts Task","Desactivar tarea de almacenar artefactos"
"DisablePutAwayPistols","禁用收起手枪任务","Disable Put Away Pistols Task","Отключить Задание ''Убрать Пистолеты''","Disable Put Away Pistols Task","Desactivar tarea de guardar pistolas"
"DisablePutAwayRifles","禁用收起步枪任务","Disable Put Away Rifles Task","Отключить Задание ''Убрать Ружья''","Disable Put Away Rifles Task","Desactivar tarea de guardar rifles"
"DisableMakeBurger","禁用制作汉堡任务","Disable Make Burger Task","Отключить Задание ''Сделать Бургер''","Disable Make Burger Task","Desactivar tarea de preparar hamburguesa"
"DisableCleanToilet","禁用清洁厕所任务","Disable Clean Toilet Task","Отключить Задание ''Помыть Туалет''","Disable Clean Toilet Task","Desactivar tarea de limpiar inodoro"
"DisableDecontaminate","禁用去污任务","Disable Decontaminate Task","Отключить Задание ''Пройти Обработку''","Disable Decontaminate Task","Desactivar tarea de descontaminar"
"DisableSortRecords","禁用整理文档任务","Disable Sort Records Task","Отключить Задание ''Разобрать Записи''","Disable Sort Records Task","Desactivar tarea de ordenar registros"
"DisableFixShower","禁用修复淋浴室任务","Disable Fix Shower Task","Отключить Задание ''Починить Душ''","Disable Fix Shower Task","Desactivar tarea de arreglar ducha"
"DisablePickUpTowels","禁用捡起毛巾任务","Disable Pick Up Towels Task","Отключить Задание ''Поднять Полотенца''","Disable Pick Up Towels Task","Desactivar tarea de recojer toallas"
"DisablePolishRuby","禁用抛光红宝石任务","Disable Polish Ruby Task","Отключить Задание ''Палировка Рубина''","Disable Polish Ruby Task","Desactivar tarea de pulir rubí"
"DisableDressMannequin","禁用装饰假人任务","Disable Dress Mannequin Task","Отключить Задание ''Одеть Манекен''","Disable Dress Mannequin Task","Desactivar tarea de vestir maniquí"
"DisableCommonTasks","禁用通用任务","Disable Common Tasks","Отключить Обычные Задания","Disable Common Tasks","Desactivar tareas comunes"
"DisableFixWiring","禁用修复配线任务","Disable Fix Wiring Task","Отключить Задание ''Починить Проводку''","Disable Fix Wiring Task","Desactivar tarea de reparar cableado"
"DisableEnterIdCode","禁用输入识别码任务","Disable Enter ID Code Task","Отключить Задание ''Ввести Код Доступа''","Disable Enter ID Code Task","Desactivar tarea de introducir ID"
"DisableInsertKeys","禁用插入钥匙任务","Disable Insert Keys Task","Отключить Задание ''Вставить Ключ''","Disable Insert Keys Task","Desactivar tarea de insertar llaves"
"DisableScanBoardingPass","禁用扫描登船证任务","Disable Scan Boarding Pass Task","Отключить Задание ''Проверить Посадочный Талон''","Disable Scan Boarding Pass Task","Desactivar tarea de escanear tarjeta de embarque"
"DisableLongTasks","禁用长任务","Disable Long Tasks","Отключить Долгие Задания","Disable Long Tasks","Desactivar tareas largas"
"DisableAlignEngineOutput","禁用调整引擎任务","Disable Align Engine Output Task","Отключить Задание ''Выровнять Отдачу Моторов''","Disable Align Engine Output Task","Desactivar tarea de alinear salida del motor"
"DisableInspectSample","禁用检查样本任务","Disable Inspect Sample Task","Отключить Задание ''Иследовать Образец''","Disable Inspect Sample Task","Desactivar tarea de examinar muestra"
"DisableEmptyChute","禁用清空垃圾槽任务","Disable Empty Chute Task","Отключить Задание ''Очистить Мусоросбор.''","Disable Empty Chute Task","Desactivar tarea de limpiar filtro de o2"
"DisableClearAsteroids","禁用清除小行星任务","Disable Clear Asteroids Task","Отключить Задание ''Разрушить Астероиды''","Disable Clear Asteroids Task","Desactivar tarea de destruir asteroides"
"DisableWaterPlants","禁用水厂任务","Disable Water Plants Task","Отключить Задание ''Полить Растения''","Disable Water Plants Task","Desactivar tarea de regar plantas"
"DisableOpenWaterways","禁用打开水路任务","Disable Open Waterways Task","Отключить Задание ''Открыть Водопровод''","Disable Open Waterways Task","Desactivar tarea de abrir canales de agua"
"DisableReplaceWaterJug","禁用更换水壶任务","Disable Replace Water Jug Task","Отключить Задание ''Заменить Кулер''","Disable Replace Water Jug Task","Desactivar tarea de reemplazar bidón de agua"
"DisableRebootWifi","禁用重启Wifi任务","Disable Reboot Wifi Task","Отключить Задание ''Перезагрузить Wi-fi''","Disable Reboot Wifi Task","Desactivar tarea de reiniciar Wi-Fi"
"DisableDevelopPhotos","禁用冲洗照片任务","Disable Develop Photos Task","Отключить Задание ''Проявить Фото''","Disable Develop Photos Task","Desactivar tarea de revelar fotos"
"DisableRewindTapes","禁用倒带任务","Disable Rewind Tapes Task","Отключить Задание ''Перемотать Касеты''","Disable Rewind Tapes Task","Desactivar tarea de rebobinar cintas"
"DisableStartFans","禁用启动风扇任务","Disable Start Fans Task","Отключить Задание ''Запустить Вентилятор''","Disable Start Fans Task","Desactivar tarea de encender ventiladores"
"DisableOtherTasks","禁用一般任务","Disable Situational tasks","Отключить Ситуативные Задания","Disable Situational tasks","Desactivar tareas situacionales"
"DisableEmptyGarbage","禁用清空垃圾任务","Disable Empty Garbage Task","Отключить Задание ''Выбросить Мусор''","Disable Empty Garbage Task","Desactivar tarea de limpiar basurero"
"DisableFuelEngines","禁用加油任务","Disable Fuel Engines Task","Отключить Задание ''Заправить Моторы''","Disable Fuel Engines Task","Desactivar tarea de recargar motores"
"DisableDivertPower","禁用电能转移任务","Disable Divert Power Task","Отключить Задание ''Подать Энергию''","Disable Divert Power Task","Desactivar tarea de desviar energía"
"DisableActivateWeatherNodes","禁用天气节点任务","Disable Weather Nodes Task","Отключить Задание ''Починить Узел''","Disable Weather Nodes Task","Desactivar tarea de reparar nodo de clima"
"SuffixMode","附加标签","Suffix","Суффикс","名字標籤","Sufijo"
"SuffixMode.None","无","None","Ничего","無","Ninguno"
"SuffixMode.Version","版本","Version","Версия","版本","Versión"
"SuffixMode.Streaming","直播中","Streaming","Стримит","直播中","En medio de un Stream"
"SuffixMode.Recording","录制中","Recording","Записывает","錄影中","Grabando"
"SuffixMode.RoomHost","房主","Room Host","Хост Румы","房主","Anfitrión"
"SuffixMode.OriginalName","玩家名称","Original Name","Настоящий Никнейм","玩家名稱","Nombre original"
"SuffixMode.DoNotKillMe","佛祖保佑","Don't kill me","Не убивайте меня","不要首刀我","No me mates"
"SuffixMode.NoAndroidPlz","安卓别进","No phones","Без телефонов","Android別進","Teléfonos fuera"
"SuffixMode.AutoHost","自动房主","Auto-Host","Авто-Хост","Auto-Host","Auto-Anfitrión"
"SuffixModeText.DoNotKillMe","别首刀我啊啊啊","Don't kill me","Не убивайте меня","別首刀我啊啊啊","No me mates"
"SuffixModeText.NoAndroidPlz","安卓别进求求了","No phones please","Без телефонов пожалуйста","Android別進拜託了","Móviles"
"SuffixModeText.AutoHost","自动托管","Auto-hosting","Авто-Хостинг","Auto-hosting","Auto-anfitrion"
"FormatNameMode","玩家名字同步模式","Player Name Mode","Режим имён","玩家名字同步模式","Modo de nombre de jugadores"
"FormatNameModes.None","无","Disable","Нету","無","Desactivado"
"FormatNameModes.Color","颜色","Color","Цвета","顏色","Colores"
"FormatNameModes.Snacks","随机","Random","Рандом","隨機","Al azar"
"DisableEmojiName","禁止玩家使用表情符号作为名字","Disable Emoji in names","Отключить Эмодзи в именах","禁止玩家使用表情符號作為名字","Desactivar emojis en nombrs"
"FixFirstKillCooldown","修正首刀冷却时间","Override Starting Kill Cooldown","Нормализовать откат убийства в начале Игры","修正開場時的殺人冷卻","Sobreescribir el tiempo de espera de asesinato"
"FixKillCooldownValue","初始击杀冷却时间","Starting Kill Cooldown","Начальный откат убийства","Starting Kill Cooldown","Tiempo de espera de asesinato al empezar"
"GhostCanSeeOtherRoles","幽灵可见他人职业","Ghosts Can See Other Roles","Призраки могут видеть все Роли","幽靈可以看見他人職業","Los fantasmas pueden ver otros roles"
"GhostCanSeeOtherVotes","幽灵可见投票情况","Ghosts Can See Vote Colors","Призраки могут видеть цвета Голосов","幽靈可以看見投票情況","Los fantasmas pueden ver los colores de los votos"
"GhostCanSeeDeathReason","幽灵可以看见死因","Ghost Can See Cause Of Death","Призраки могут видеть Причины Смерти","幽靈可以看見死因","Los fantasmas pueden ver las causas de muerte"
"GhostIgnoreTasks","幽灵没有任务","Ghosts Exempt From Tasks","Призраки игнорируют Задания","幽靈沒有任務","Los fantasmas no tienen que hacer tareas"
"DisableTaskWin","禁用任务胜利","Disable Task Win","Отключить победу по Заданиям","禁用任務勝利","Desactivar victoria por tareas"
"HideGameSettings","隐藏游戏设置","Hide Game Settings","Скрыть настройки Игры","隱藏遊戲設定","Esconder opciones del juego"
"DIYGameSettings","显示自定义的/n消息","Enable only custom /n messages","Включить только пользовательские /n сообщения","顯示自定義的/n訊息","Activar exclusivamente los mensajes personalizados por /n"
"PlayerCanSetColor","允许玩家使用/color指令","Players can use the /color command","Игроки могут использовать команду /color","允許玩家使用/color指令","Los jugadores pueden usar /color"
"KPDCamouflageMode","伪装效果为","Camouflage Appearance","Камуфляж в виде KARPED1EM","咔皮呆偽裝效果(包括通訊破壞及隱蔽者)","Aparencia de camuflaje"
"RoleOptions","职业设置","Role Options","Настройка Ролей","職業設定","Opciones de roles"
"ModeOptions","模组设置","Mode Options","Настройка Режима","模組設定","Opciones de modo"
"AutoStart","人满自动开始","Auto start at full lobby","Авто. запуск игры при полном лобби","人滿自動開始","Empezar partida automáticamente con una sala llena"
"EnableCustomButton","使用模组按钮样式","Enable Custom Button Images","Использовать кастомные кнопки","使用模組按鈕樣式","Activar botones personalizados"
"EnableCustomSoundEffect","开启模组技能音效","Enable Custom Sound Effects","Использовать кастомные звуки","開啟模組技能音效","Activar sonidos personalizados"
"SwitchVanilla","切换为原版","Switch Vanilla","Отключить мод","切換為原版","Pasar al juego de base"
"ModeForSmallScreen","小屏幕模式","Small Screen Mode","Режим для маленького экрана","Small Screen Mode","Modo pantalla reducida"
"EnableRoleSummary","","Role Summary","","",""
"FastBoot","快速启动模式","Quick Start Mode","Быстрая загрузка","快速啟動","Modo de empezar rápidamente"
"UnlockFPS","解锁帧数限制","Unlock FPS","Убрать ограничение FPS","解鎖FPS限制","Desbloquear FPS"
"ForceOwnLanguage","强制模组使用您的语言","Force mod to use your language if possible","Использовать ваш язык если возможно","強制模組使用您的語言","Forzar mod para usar tu idioma si es posible"
"ForceOwnLanguageRoleName","强制用您的语言显示职业名","Force role names in your language if possible","Использовать имя роли на вашем языке если возможно","強制用您的語言顯示職業名","Forzar nombres de los roles a tu idioma si es posible"
"VersionCheat","绕过版本同步检查","Bypass version synchronization check","Обходить проверку синхронизаций версий","繞過版本同步檢查","Saltar verificación de sincronización de versión"
"GodMode","上帝模式","God Mode","Режим Бога","上帝模式","Modo dios"
"AutoDisplayKillLog","结束后自动显示击杀记录","Display Kill-log","Показывать убийства","結束後自動顯示殺人紀錄","Mostrar muertes"
"AutoDisplayLastRoles","结束后自动显示上局职业","Display Last Roles","Показывать роли в прошлой игре","結束後自動顯示上局職業","Mostrar últimos roles"
"AutoDisplayLastResult","结束后自动显示最终结果","Auto Display Last Result","Отображать результат последней игры в чате","結束後自動顯示最終結果","Auto-mostrar resultados"
"EnableYTPlan","启用创作者保护计划","Enable Youtuber Plan","Активировать Ютуб План","启用创作者保护计划","Activar plan de Youtuber"
"KickLowLevelPlayer","踢出没有达到指定等级的玩家","Kick players whose level is lower than","Выгнать игроков с уровнем ниже","踢出沒有達到指定等級的玩家","Expulsar jugadores con un nivel menor al nivel"
"AutoKickStart","踢出催开始的人","Kick players that say start","Кикнуть игрока который пишет старт/го","踢出催開始的人","Expulsar jugadores que digan start"
"AutoKickStartTimes","踢出前警告次数","Number of warnings before kick","Количество предупреждений до кика","踢出前警告次數","Número de advertencias antes de la expulsión"
"AutoKickStartAsBan","踢出时封禁该玩家","Block a player after they're kicked","Заблокировать игрока после его кика","踢出時封禁該玩家","Bloquear al jugador después de expulsarlo"
"AutoKickStopWords","踢出使用违禁词的人","Kick players who write banned words","Кикать игроков которые пишут запрещенные слова","踢出使用違禁詞的人","Expulsar jugadores que digan palabrotas"
"AutoKickStopWordsTimes","踢出前警告次数","Number of warnings for banned words","Количество предупреждений за запрещенные слова","踢出前警告次數","Número de advertencias por palabrotas"
"AutoKickStopWordsAsBan","踢出时封禁该玩家","Block a player after they're kicked","Заблокировать игрока после его кика","踢出時封禁該玩家","Bloquear al jugador después de expulsarlo"
"AutoWarnStopWords","警告使用违禁词的人","Warning to those who write banned words","Предупреждение тем кто пишет запрещенные слова","警告使用違禁詞的人","Advertir a los que digan palabrotas"
"OptKickAndroidPlayer","踢出使用安卓的玩家","Kick mobile players","Кикнуть игроков которые зашли в лобби через телефон","踢出使用Android平台遊玩的玩家","Expulsar jugadores de móvil"
"OptKickXboxPlayer","踢出Xbox玩家","Kick Xbox players","Кикнуть игроков которые зашли в лобби через Xbox","Kick Xbox players","Expulsar jugadores de XBox"
"OptKickPlayStationPlayer","踢出PS玩家","Kick PlayStation players","Кикнуть игроков которые зашли в лобби через PlayStation","Kick PlayStation players","Expulsar jugadores de PlayStation"
"OptKickNintendoPlayer","踢出任天堂Switch玩家","Kick Nintendo Switch players","Кикнуть игроков которые зашли в лобби через Nintendo Switch","Kick Nintendo Switch players","Expulsar jugadores de Nintendo Switch"
"ShareLobby","允许车队姬自动群发您的房号","Allow TOHE-Chan Shares Lobby Code To Discord","Отправлять код вашей комнаты в Discord сервер TOHE (Больше не рабоатет)","允許車隊姬自動發送您的房號至Discord","Permitir a TOHE-chan que comparta el código de la sala (Discontinuado)"
"ShareLobbyMinPlayer","房间人数达到多少时群发","Share Lobby Code When The Number Of Players Reaches","Минимально игроков для отправки кода","房間人數達到多少時發送","Compartir código de la sala cuando el número de jugadores llegue a (Discontinuado)"
"DisableVanillaRoles","禁用原版职业","Disable Vanilla Roles","Отключить ванильные Роли","禁用原版職業","Desactivar roles vanilla"
"DisableHiddenRoles","禁用隐藏职业","Disable Hidden Roles","Отключить скрытые роли","禁用隱藏職業","Desactivar roles ocultos"
